schema,role,commit,strategy,strategy_sha256,opponent_family,seed_set,seed,scenario_id,police_start,thief_start,config,grid,quota,horizon,outcome,captured,steps,barriers_placed,own_score,opponent_score
research-2,police,79f49cde6f2edb5e0d6eb8d574601a71c160ac7e,C3-pressure,1cc0a20d40680874a337dd3f7f2e552924763e42f291066990cb0dc8385c2884,pursuit,development,14856065457030039218,c483b33083d5f9df1924c3ba69fa645eeeb8ba5e5931b8da7e54294203dc6799,"3,5","6,2",grid7,7,14,35,SURVIVAL,0,35,3,5,10
research-2,police,79f49cde6f2edb5e0d6eb8d574601a71c160ac7e,C3-pressure,1cc0a20d40680874a337dd3f7f2e552924763e42f291066990cb0dc8385c2884,random_legal,development,15890340081742839043,c53e6c2b1b2ef2201778464f2d6c98756e26547a9b233ca595bce002339c5ec4,"6,0","6,4",grid7,7,14,35,SURVIVAL,0,35,4,5,10
research-2,police,79f49cde6f2edb5e0d6eb8d574601a71c160ac7e,C3-pressure,1cc0a20d40680874a337dd3f7f2e552924763e42f291066990cb0dc8385c2884,barrier_aware,development,16430201566072075245,c57c5ddbdbfc363922b66e23c2bb9c6618ca1d9975d6d9c0a0eb97c6dcb488e0,"2,8","2,7",grid9-horizon45,9,14,45,CAPTURE,1,2,1,20,5
research-2,police,79f49cde6f2edb5e0d6eb8d574601a71c160ac7e,C3-pressure,1cc0a20d40680874a337dd3f7f2e552924763e42f291066990cb0dc8385c2884,random_legal,development,17531790898607809917,c5bcdb1b5f08e58c1308d4f821dcd1352fbe20ebce2c033febcfd9f4f304dc97,"5,0","3,0",grid9,9,14,35,SURVIVAL,0,35,4,5,10
research-2,police,79f49cde6f2edb5e0d6eb8d574601a71c160ac7e,C3-pressure,1cc0a20d40680874a337dd3f7f2e552924763e42f291066990cb0dc8385c2884,adversarial_corner,development,13911859661069420827,c5dc9c85a71462e77e4b0815037b6b7dc911e031e84c5fa4cad4b4a3efa61688,"6,2","2,6",grid7,7,14,35,SURVIVAL,0,35,4,5,10
research-2,police,79f49cde6f2edb5e0d6eb8d574601a71c160ac7e,C3-pressure,1cc0a20d40680874a337dd3f7f2e552924763e42f291066990cb0dc8385c2884,pursuit,development,17807834701948516605,c5e4f7ee747449484e5aa5f7d88c2441b05c159735e8e2f8c981fe6a204353ae,"1,0","9,2",grid11,11,14,35,SURVIVAL,0,35,1,5,10
research-2,police,79f49cde6f2edb5e0d6eb8d574601a71c160ac7e,C3-pressure,1cc0a20d40680874a337dd3f7f2e552924763e42f291066990cb0dc8385c2884,evasive,development,6548706108780859560,c63a4fbf0638e7a817165675805988846d9d66ace7d1b0f12295db48d4ba2a57,"0,5","1,5",grid7-quota22,7,22,35,CAPTURE,1,4,3,20,5
research-2,police,79f49cde6f2edb5e0d6eb8d574601a71c160ac7e,C3-pressure,1cc0a20d40680874a337dd3f7f2e552924763e42f291066990cb0dc8385c2884,random_legal,development,15141416308091426555,c646d2427cee2e8759045c69e47b03d5e385bef80d5618c4a0b2fae29a71e5fb,"0,5","6,4",grid7,7,14,35,SURVIVAL,0,35,3,5,10
research-2,police,79f49cde6f2edb5e0d6eb8d574601a71c160ac7e,C3-pressure,1cc0a20d40680874a337dd3f7f2e552924763e42f291066990cb0dc8385c2884,evasive,development,15670968856161505515,c6bca4707a81952b430d7544bc3bb03d2be3961282c6f249ad45b020c3fd8c16,"3,5","9,3",grid11,11,14,35,SURVIVAL,0,35,2,5,10
research-2,police,79f49cde6f2edb5e0d6eb8d574601a71c160ac7e,C3-pressure,1cc0a20d40680874a337dd3f7f2e552924763e42f291066990cb0dc8385c2884,center_mobility,development,14342069096841001370,c6f3777d70375d8d1048d3c879dd6018118013a8c2e1d5d0daf323081d97f17f,"7,3","2,2",grid9,9,14,35,SURVIVAL,0,35,2,5,10
